   Fecha	            Reservas
   16-01-2020   	    45.364.400,00000000000  
   17-01-2020   	    45.491.900,00000000000  
   20-01-2020   	    45.456.900,00000000000  
   21-01-2020   	    45.362.700,00000000000  
   22-01-2020   	    45.421.000,00000000000  
   23-01-2020   	    45.386.700,00000000000  
   24-01-2020   	    45.243.400,00000000000  
   27-01-2020   	    45.158.100,00000000000  
   28-01-2020   	    45.104.600,00000000000  
   29-01-2020   	    45.064.100,00000000000  
   30-01-2020   	    45.013.800,00000000000  
   31-01-2020   	    44.917.100,00000000000  
   03-02-2020   	    44.769.700,00000000000  
   04-02-2020   	    44.632.100,00000000000  
   05-02-2020   	    44.644.800,00000000000  
   06-02-2020   	    44.665.600,00000000000  
   07-02-2020   	    44.675.200,00000000000  
   10-02-2020   	    44.681.700,00000000000  
   11-02-2020   	    44.688.000,00000000000  
   12-02-2020   	    44.701.300,00000000000  
   13-02-2020   	    44.718.600,00000000000  
   14-02-2020   	    44.743.500,00000000000  
   17-02-2020   	    44.757.600,00000000000  
   18-02-2020   	    44.718.700,00000000000  
   19-02-2020   	    44.705.400,00000000000  
   20-02-2020   	    44.716.900,00000000000  
   21-02-2020   	    44.726.400,00000000000  
   26-02-2020   	    44.710.300,00000000000  
   27-02-2020   	    44.791.100,00000000000  
   28-02-2020   	    44.790.700,00000000000  
   02-03-2020   	    44.803.200,00000000000  
   03-03-2020   	    44.818.600,00000000000  
   04-03-2020   	    44.831.600,00000000000  
   05-03-2020   	    44.837.800,00000000000  
   06-03-2020   	    44.857.200,00000000000  
   09-03-2020   	    44.778.000,00000000000  
   10-03-2020   	    44.785.200,00000000000  
   11-03-2020   	    44.775.200,00000000000  
   12-03-2020   	    44.439.400,00000000000  
   13-03-2020   	    44.359.000,00000000000  
   16-03-2020   	    44.307.500,00000000000  
   17-03-2020   	    44.236.400,00000000000  
   18-03-2020   	    44.039.800,00000000000  
   19-03-2020   	    43.924.500,00000000000  
   20-03-2020   	    43.822.300,00000000000  
   25-03-2020   	    43.853.700,00000000000  
   26-03-2020   	    43.861.800,00000000000  
   27-03-2020   	    43.727.900,00000000000  
   30-03-2020   	    43.561.200,00000000000  
   01-04-2020   	    43.587.700,00000000000  
   02-04-2020   	    43.631.000,00000000000  
   03-04-2020   	    43.650.000,00000000000  
   06-04-2020   	    43.701.700,00000000000  
   07-04-2020   	    43.723.600,00000000000  
   08-04-2020   	    43.804.200,00000000000  
   13-04-2020   	    43.861.800,00000000000  
   14-04-2020   	    43.886.100,00000000000  
   15-04-2020   	    43.844.300,00000000000  
   16-04-2020   	    43.852.200,00000000000  
   17-04-2020   	    43.817.300,00000000000  
   20-04-2020   	    43.825.600,00000000000  
   21-04-2020   	    43.780.200,00000000000  
   22-04-2020   	    43.734.900,00000000000  
   23-04-2020   	    43.751.100,00000000000  
   24-04-2020   	    43.695.600,00000000000  
   27-04-2020   	    43.646.400,00000000000  
   28-04-2020   	    43.590.200,00000000000  
   29-04-2020   	    43.545.200,00000000000  
   30-04-2020   	    43.568.400,00000000000  
   04-05-2020   	    43.564.700,00000000000  
   05-05-2020   	    43.588.600,00000000000  
   06-05-2020   	    43.399.900,00000000000  
   07-05-2020   	    43.410.900,00000000000  
   08-05-2020   	    43.415.200,00000000000  
   11-05-2020   	    43.348.000,00000000000  
   12-05-2020   	    43.351.400,00000000000  
   13-05-2020   	    43.262.700,00000000000  
   14-05-2020   	    43.214.900,00000000000  
   15-05-2020   	    43.136.800,00000000000  
   18-05-2020   	    43.046.500,00000000000  
   19-05-2020   	    42.980.400,00000000000  
   20-05-2020   	    42.948.700,00000000000  
   21-05-2020   	    42.839.200,00000000000  
   22-05-2020   	    42.737.600,00000000000  
   26-05-2020   	    42.628.600,00000000000  
   27-05-2020   	    42.498.600,00000000000  
   28-05-2020   	    42.447.500,00000000000  
   29-05-2020   	    42.588.500,00000000000  
   01-06-2020   	    42.608.800,00000000000  
   02-06-2020   	    42.659.800,00000000000  
   03-06-2020   	    42.670.200,00000000000  
   04-06-2020   	    42.748.100,00000000000  
   05-06-2020   	    42.813.700,00000000000  
   08-06-2020   	    42.883.400,00000000000  
   09-06-2020   	    42.987.900,00000000000  
   10-06-2020   	    43.040.500,00000000000  
   11-06-2020   	    43.121.800,00000000000  
   12-06-2020   	    43.126.100,00000000000  
   16-06-2020   	    43.170.100,00000000000  
   17-06-2020   	    43.172.300,00000000000  
   18-06-2020   	    43.123.300,00000000000  
   19-06-2020   	    43.177.600,00000000000  
   22-06-2020   	    43.202.100,00000000000  
   23-06-2020   	    43.212.900,00000000000  
   24-06-2020   	    43.217.000,00000000000  
   25-06-2020   	    43.197.000,00000000000  
   26-06-2020   	    43.199.500,00000000000  
   29-06-2020   	    43.201.200,00000000000  
   30-06-2020   	    43.241.500,00000000000  
   01-07-2020   	    43.218.700,00000000000  
   02-07-2020   	    43.202.800,00000000000  
   03-07-2020   	    43.219.200,00000000000  
   06-07-2020   	    43.252.600,00000000000  
   07-07-2020   	    43.239.700,00000000000  
   08-07-2020   	    43.246.400,00000000000  
   13-07-2020   	    43.276.200,00000000000  
   14-07-2020   	    43.306.800,00000000000  
   15-07-2020   	    43.345.900,00000000000  
   16-07-2020   	    43.356.100,00000000000  
   17-07-2020   	    43.362.100,00000000000  
   20-07-2020   	    43.388.900,00000000000  
   21-07-2020   	    43.398.600,00000000000  
   22-07-2020   	    43.378.600,00000000000  
   23-07-2020   	    43.348.700,00000000000  
   24-07-2020   	    43.359.600,00000000000  
   27-07-2020   	    43.384.200,00000000000  
   28-07-2020   	    43.433.100,00000000000  
   29-07-2020   	    43.386.600,00000000000  
   30-07-2020   	    43.339.700,00000000000  
   31-07-2020   	    43.386.300,00000000000  
   03-08-2020   	    43.347.600,00000000000  
   04-08-2020   	    43.409.400,00000000000  
   05-08-2020   	    43.374.100,00000000000  
   06-08-2020   	    43.343.900,00000000000  
   07-08-2020   	    43.302.500,00000000000  
   10-08-2020   	    43.332.000,00000000000  
   11-08-2020   	    43.302.000,00000000000  
   12-08-2020   	    43.252.600,00000000000  
   13-08-2020   	    43.207.000,00000000000  
   14-08-2020   	    43.122.400,00000000000  
   18-08-2020   	    43.160.000,00000000000  
   19-08-2020   	    43.115.000,00000000000  
   20-08-2020   	    43.092.300,00000000000  
   21-08-2020   	    43.047.700,00000000000  
   24-08-2020   	    43.046.700,00000000000  
   25-08-2020   	    42.983.400,00000000000  
   26-08-2020   	    42.961.500,00000000000  
   27-08-2020   	    42.896.100,00000000000  
   28-08-2020   	    42.914.200,00000000000  
   31-08-2020   	    42.842.100,00000000000  
   01-09-2020   	    42.699.600,00000000000  
   02-09-2020   	    42.639.800,00000000000  
   03-09-2020   	    42.612.600,00000000000  
   04-09-2020   	    42.616.700,00000000000  
   07-09-2020   	    42.643.300,00000000000  
   08-09-2020   	    42.637.900,00000000000  
   09-09-2020   	    42.569.600,00000000000  
   10-09-2020   	    42.549.100,00000000000  
   11-09-2020   	    42.451.700,00000000000  
   14-09-2020   	    42.500.500,00000000000  
   15-09-2020   	    42.494.600,00000000000  
   16-09-2020   	    42.520.500,00000000000  
   17-09-2020   	    42.472.500,00000000000  
   18-09-2020   	    42.427.700,00000000000  
   21-09-2020   	    42.247.900,00000000000  
   22-09-2020   	    42.226.200,00000000000  
   23-09-2020   	    42.176.900,00000000000  
   24-09-2020   	    42.118.000,00000000000  
   25-09-2020   	    41.969.900,00000000000  
   28-09-2020   	    41.873.600,00000000000  
   29-09-2020   	    41.750.600,00000000000  
   30-09-2020   	    41.378.800,00000000000  
   01-10-2020   	    41.369.300,00000000000  
   02-10-2020   	    41.252.300,00000000000  
   05-10-2020   	    41.171.600,00000000000  
   06-10-2020   	    41.128.900,00000000000  
   07-10-2020   	    41.131.900,00000000000  
   08-10-2020   	    41.092.000,00000000000  
   09-10-2020   	    41.026.400,00000000000  
   13-10-2020   	    40.837.000,00000000000  
   14-10-2020   	    40.847.300,00000000000  
   15-10-2020   	    40.777.200,00000000000  
   16-10-2020   	    40.784.900,00000000000  
   19-10-2020   	    40.794.100,00000000000  
   20-10-2020   	    40.812.200,00000000000  
   21-10-2020   	    40.800.100,00000000000  
	
	
	
